Idade,Faixa idade,Gênero,UF,Nível de Ensino,Área de Formação,Situação atual de trabalho,Setor,Número de Funcionários,Gestor?,Cargo como Gestor,Cargo Atual,Senioridade,Faixa salarial,Experiência na área de dados,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Forma de trabalho,Forma de trabalho ideal,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje,Atuaçao,Quais das fontes de dados listadas você já analisou ou processou no trabalho,Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,"Entre as fontes de dados listadas, quais você utiliza na maior parte do tempo?",Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,Quais das linguagens listadas abaixo você utiliza no trabalho?,SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,"Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?",SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,Quais dos bancos de dados/fontes de dados listados abaixo você utiliza no trabalho?,MySQL,Oracle,SQL SERVER,SAP,Amazon Aurora ou RDS,Amazon DynamoDB,CoachDB,Cassandra,MongoDB,MariaDB,Datomic,S3,PostgreSQL,ElasticSearch,DB2,Microsoft Access,SQLite,Sybase,Firebase,Vertica,Redis,Neo4J,Google BigQuery,Google Firestore,Amazon Redshift,Amazon Athena,Snowflake,Databricks,HBase,Presto,Splunk,SAP HANA,Hive,Firebird,Quais das opções de Cloud listadas abaixo você utiliza no trabalho?,AWS,Google Cloud,Azure,Oracle Cloud,IBM,Servidores On Premise/Não utilizamos Cloud,Cloud Própria
51,50-54,Masculino,BA,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,de 1001 a 3000,0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados",1,1,0,1,0,0,1,1,"Textos/Documentos, Dados relacionais (estruturados em bancos SQL)",1,0,0,1,0,0,0,0,"Python, SQL, Java, Scala, JavaScript",1,0,1,0,0,1,0,0,0,1,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"S3, Amazon Athena, MySQL, Oracle, Google BigQuery, Snowflake, MongoDB, Databricks",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,"Amazon Web Services (AWS), Google Cloud (GCP)",1,1,0,0,0,0,0
25,25-29,Masculino,MT,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Dados georeferenciados, Textos/Documentos",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"PostgreSQL, SQL SERVER, Elasticsearch",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
23,22-24,Masculino,DF,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas",1,1,0,1,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"Python, Julia, Scala",0,0,1,0,0,0,1,0,0,1,0,0,0,0,Scala,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Google BigQuery, Hive, SQL SERVER, Oracle",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
34,30-34,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 11 a 50,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, SAS/Stata",1,0,0,0,0,0,0,1,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
34,30-34,Feminino,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Área da Saúde,Acima de 3000,0,,Outro,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,Planilhas,0,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Visual Basic/VBA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Visual Basic/VBA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ERP próprios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
28,25-29,Feminino,SC,Graduação/Bacharelado,Outras Engenharias,Estagiário,Internet/Ecommerce,de 501 a 1000,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados, Imagens",1,0,1,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, C/C++/C#",1,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MySQL, SQL SERVER",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cloud Própria,0,0,0,0,0,0,1
25,25-29,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Consultoria,Acima de 3000,0,,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Azure (Microsoft)",1,0,1,0,0,0,0
25,25-29,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Áudios, Planilhas",1,1,0,1,0,1,1,0,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"SQL, Python, R",1,1,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Elasticsearch, Redis, MongoDB, MySQL, Firebase, Google BigQuery, S3, PostgreSQL, Oracle",1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Google Cloud (GCP), Amazon Web Services (AWS)",1,1,0,0,0,0,0
36,35-39,Masculino,RJ,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0,,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Dados armazenados em bancos NoSQL",1,1,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Microsoft SQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
24,22-24,Feminino,MG,Pós-graduação,Ciências Sociais,Empregado (CLT),Finanças ou Bancos,Acima de 3000,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazon Redshift, MySQL, Google BigQuery, Firebase, S3",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
27,25-29,Masculino,MG,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,Acima de 3000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Google Cloud (GCP), Servidores On Premise/Não utilizamos Cloud, Azure (Microsoft), Amazon Web Services (AWS)",1,1,1,0,0,1,0
35,35-39,Masculino,PB,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,30-34,Masculino,,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Somente Estudante (graduação),,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,30-34,Masculino,PI,Pós-graduação,Ciências Sociais,Empreendedor ou Empregado (CNPJ),Telecomunicação,de 501 a 1000,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"MariaDB, Google BigQuery",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cloud Própria, Google Cloud (GCP)",0,1,0,0,0,0,1
36,35-39,Masculino,BA,Doutorado ou Phd,Química / Física,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 101 a 500,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Dados georeferenciados, Dados armazenados em bancos NoSQL, Planilhas",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"Python, R, SQL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Google BigQuery, MongoDB",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
49,45-49,Masculino,DF,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Setor Público,Acima de 3000,0,,Estatístico,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"SQL, R, Python, SAS/Stata, Matlab",1,1,1,0,0,0,0,1,0,0,1,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PostgreSQL, MySQL, Oracle",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
25,25-29,Masculino,SP,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Presto, MySQL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
45,45-49,Masculino,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Desempregado e não estou buscando recolocação,,,,,,,,,,,,,Outra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25-29,Masculino,RN,Mestrado,Outras Engenharias,Empregado (CLT),Varejo,Acima de 3000,0,,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas, Dados georeferenciados",1,1,0,0,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, R",1,1,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Oracle, PostgreSQL, MongoDB",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
25,25-29,Masculino,RS,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Google BigQuery, S3, Databricks, Oracle",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Amazon Web Services (AWS), Google Cloud (GCP)",1,1,0,0,0,0,0
28,25-29,Masculino,MG,Estudante de Graduação,Outras Engenharias,Estagiário,Área da Saúde,Acima de 3000,0,,Outras Engenharias (não inclui dev),Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Outra,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL SERVER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
29,25-29,Masculino,RJ,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Entretenimento ou Esportes,Acima de 3000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Dados georeferenciados, Planilhas, Vídeos",1,0,0,0,1,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
26,25-29,Feminino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,0,,Engenheiro de Dados/Data Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas",1,1,0,1,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"S3, Presto, Databricks, PostgreSQL",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
30,30-34,Masculino,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Indústria,Acima de 3000,0,,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Planilhas, Textos/Documentos, Imagens, Dados relacionais (estruturados em bancos SQL)",1,0,1,1,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EXCEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
36,35-39,Feminino,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 501 a 1000,0,,Analista de Sistemas/Analista de TI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Outra,"Imagens, Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,1,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Imagens",1,0,1,0,0,0,0,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não programo no trabalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
24,22-24,Feminino,MG,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Setor Alimentício,Acima de 3000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Planilhas",1,1,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Databricks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
36,35-39,Masculino,DF,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAP HANA, SQL SERVER",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Azure (Microsoft),0,0,1,0,0,0,0
25,25-29,Masculino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,0,,Engenheiro de Machine Learning/ML Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Imagens, Vídeos",0,0,1,0,1,0,0,0,Imagens,0,0,1,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,S3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
